pmid,title,abstract,nct_id,label,failure_score,success_score
21561347,FOLFIRINOX versus gemcitabine for metastatic pancreatic cancer.,"Data are lacking on the efficacy and safety of a combination chemotherapy regimen consisting of oxaliplatin, irinotecan, fluorouracil, and leucovorin (FOLFIRINOX) as compared with gemcitabine as first-line therapy in patients with metastatic pancreatic cancer. We randomly assigned 342 patients with an Eastern Cooperative Oncology Group performance status score of 0 or 1 (on a scale of 0 to 5, with higher scores indicating a greater severity of illness) to receive FOLFIRINOX (oxaliplatin, 85 mg per square meter of body-surface area; irinotecan, 180 mg per square meter; leucovorin, 400 mg per square meter; and fluorouracil, 400 mg per square meter given as a bolus followed by 2400 mg per square meter given as a 46-hour continuous infusion, every 2 weeks) or gemcitabine at a dose of 1000 mg per square meter weekly for 7 of 8 weeks and then weekly for 3 of 4 weeks. Six months of chemotherapy were recommended in both groups in patients who had a response. The primary end point was overall survival. The median overall survival was 11.1 months in the FOLFIRINOX group as compared with 6.8 months in the gemcitabine group (hazard ratio for death, 0.57; 95% confidence interval [CI], 0.45 to 0.73; P<0.001). Median progression-free survival was 6.4 months in the FOLFIRINOX group and 3.3 months in the gemcitabine group (hazard ratio for disease progression, 0.47; 95% CI, 0.37 to 0.59; P<0.001). The objective response rate was 31.6% in the FOLFIRINOX group versus 9.4% in the gemcitabine group (P<0.001). More adverse events were noted in the FOLFIRINOX group; 5.4% of patients in this group had febrile neutropenia. At 6 months, 31% of the patients in the FOLFIRINOX group had a definitive degradation of the quality of life versus 66% in the gemcitabine group (hazard ratio, 0.47; 95% CI, 0.30 to 0.70; P<0.001). As compared with gemcitabine, FOLFIRINOX was associated with a survival advantage and had increased toxicity. FOLFIRINOX is an option for the treatment of patients with metastatic pancreatic cancer and good performance status. (Funded by the French government and others; ClinicalTrials.gov number, NCT00112658.).",NCT00112658,-1,0,0
19581537,"Phase III, randomized study of gemcitabine and oxaliplatin versus gemcitabine (fixed-dose rate infusion) compared with gemcitabine (30-minute infusion) in patients with pancreatic carcinoma E6201: a trial of the Eastern Cooperative Oncology Group.","Single-agent gemcitabine (GEM) is standard treatment of metastatic pancreatic cancer. Fixed-dose rate (FDR) GEM and GEM plus oxaliplatin have shown promise in early clinical trials. E6201 was designed to compare overall survival (OS) of standard weekly GEM 1,000 mg/m(2)/30 minutes versus GEM FDR 1,500 mg/m(2)/150 minutes or GEM 1,000 mg/m(2)/100 minutes/day 1 plus oxaliplatin 100 mg/m(2)/day 2 every 14 days (GEMOX). This trial included patients with metastatic or locally advanced pancreatic cancer, normal organ function, and performance status of 0 to 2. The study was designed to detect a 33% difference in median survival (hazard ratio [HR] < or = 0.75 for either of the experimental arms) with 81% power while maintaining a significance level of 2.5% in a two-sided test for each of the two primary comparisons. Eight hundred thirty-two patients were enrolled. The median survival and 1-year survival were 4.9 months (95% CI, 4.5 to 5.6) and 16% for GEM, 6.2 months (95% CI, 5.4 to 6.9), and 21% for GEM FDR (HR, 0.83; stratified log-rank P = .04), and 5.7 months (95% CI, 4.9 to 6.5) and 21% for GEMOX (HR, 0.88; stratified log-rank P = .22). Neither of these differences met the prespecified criteria for significance. Survival was 9.2 months for patients with locally advanced disease, and 5.4 months for those with metastatic disease. Grade 3/4 neutropenia and thrombocytopenia were greatest with GEM FDR. GEMOX caused higher rates of nausea, vomiting, and neuropathy. Neither GEM FDR nor GEMOX resulted in substantially improved survival or symptom benefit over standard GEM in patients with advanced pancreatic cancer.",NCT00058149,-1,0,0
20837948,Adjuvant gemcitabine alone versus gemcitabine-based chemoradiotherapy after curative resection for pancreatic cancer: a randomized EORTC-40013-22012/FFCD-9203/GERCOR phase II study.,"The role of adjuvant chemoradiotherapy (CRT) in resectable pancreatic cancer is still debated. This randomized phase II intergroup study explores the feasibility and tolerability of a gemcitabine-based CRT regimen after R0 resection of pancreatic head cancer. Within 8 weeks after surgery, patients were randomly assigned to receive either four cycles of gemcitabine (control arm) or gemcitabine for two cycles followed by weekly gemcitabine with concurrent radiation (50.4 Gy; CRT arm). The primary objective was to exclude a < 60% treatment completion and a > 40% rate of grade 4 hematologic or GI toxicity in the CRT arm with type I and II errors of 10%. Secondary end points were late toxicity, disease-free survival (DFS), and overall survival (OS). Between September 2004 and January 2007, 90 patients were randomly assigned (45:45). Patient characteristics were similar in both arms. Treatment was completed per protocol by 86.7% and 73.3% (80% CI, 63.1% to 81.9%; 95% CI, 58.1% to 85.4%) in the control and CRT arms, respectively, and grade 4 toxicity was 0% and 4.7% (two of 43; 80% CI, 1.2% to 11.9%), respectively. In the CRT arm, three patients experienced grade 3-related late toxicity. Median DFS was 12 months in the CRT arm and 11 months in the control arm. Median OS was 24 months in both arms. First local recurrence was less frequent in the CRT arm (11% v 24%). Adjuvant gemcitabine-based CRT is feasible, well-tolerated, and not deleterious; adding this treatment to full-dose adjuvant gemcitabine after resection of pancreatic cancer should be evaluated in a phase III trial.",NCT00064207,-1,0,0
16062075,Phase II trial of induction gemcitabine/CPT-11 followed by a twice-weekly infusion of gemcitabine and concurrent external beam radiation for the treatment of locally advanced pancreatic cancer.,"This phase II trial of induction irinotecan/gemcitabine followed by twice-weekly gemcitabine and upper abdominal radiation was initiated to determine the activity of this regimen in patients with unresectable pancreatic cancer. Patients with locally advanced, nonmetastatic adenocarcinoma of the pancreas received 2 cycles of induction irinotecan (100 mg/m2 IV) and gemcitabine (1000 mg/2 IV) on days 1 and 8 of each 3-week cycle. Following the induction, patients without disease progression received gemcitabine administered twice weekly (40 mg/m2/day) for 5 weeks concurrent with upper abdominal radiation (50.4 Gy over 5.5 weeks). From April 2000 to August 2003, 20 patients were entered into this study, 17 of whom were evaluable for treatment response. Characteristics included a median age of 67 years (range, 44-87 years) and 14 men (70%). Grades III and IV hematologic toxicity occurred in 25% and 5% of patients respectively and was primarily thrombocytopenia. No grade IV gastrointestinal toxicities or deaths due to therapy were observed. All therapy was completed in 8 patients, 7 patients were removed due to progression, 2 due to toxicity, 2 refused further treatment, and 1 was removed per the treating physician. The median time to progression and median survival was 5.1 months (95% CI, 3.2-6.7) and 8.8 months (95% CI, 6.4-10.1) respectively. Four patients (20%) were alive at 12 and 18 months. Induction irinotecan/gemcitabine followed by twice-weekly gemcitabine and upper abdominal radiation is feasible in patients with locally advanced pancreatic cancer. This regimen, however, has only modest activity and should not be explored further.",NCT00025168,-1,0,0
23720019,A multi-institutional phase 2 study of neoadjuvant gemcitabine and oxaliplatin with radiation therapy in patients with pancreatic cancer.,"The purpose of this study was to evaluate preoperative treatment with full-dose gemcitabine, oxaliplatin, and radiation therapy (RT) in patients with localized pancreatic cancer. Eligibility included confirmation of adenocarcinoma, resectable or borderline resectable disease, a performance status ≤2, and adequate organ function. Treatment consisted of two 28-day cycles of gemcitabine (1 g/m(2) over 30 minutes on days 1, 8, and 15) and oxaliplatin (85 mg/m(2) on days 1 and 15) with RT during cycle 1 (30 Gray [Gy] in 2-Gy fractions). Patients were evaluated for surgery after cycle 2. Patients who underwent resection received 2 cycles of adjuvant chemotherapy. Sixty-eight evaluable patients received treatment at 4 centers. By central radiology review, 23 patients had resectable disease, 39 patients had borderline resectable disease, and 6 patients had unresectable disease. Sixty-six patients (97%) completed cycle 1 with RT, and 61 patients (90%) completed cycle 2. Grade ≥3 adverse events during preoperative therapy included neutropenia (32%), thrombocytopenia (25%), and biliary obstruction/cholangitis (14%). Forty-three patients underwent resection (63%), and complete (R0) resection was achieved in 36 of those 43 patients (84%). The median overall survival was 18.2 months (95% confidence interval, 13-26.9 months) for all patients, 27.1 months (95% confidence interval, 21.2-47.1 months) for those who underwent resection, and 10.9 months (95% confidence interval, 6.1-12.6 months) for those who did not undergo resection. A decrease in CA 19-9 level after neoadjuvant therapy was associated with R0 resection (P = .02), which resulted in a median survival of 34.6 months (95% confidence interval, 20.3-47.1 months). Fourteen patients (21%) are alive and disease free at a median follow-up of 31.4 months (range, 24-47.6 months). Preoperative therapy with full-dose gemcitabine, oxaliplatin, and RT was feasible and resulted in a high percentage of R0 resections. The current results are particularly encouraging, because the majority of patients had borderline resectable disease.",NCT00456599,-1,0,0
16699973,"A Phase II trial of epothilone B analogue BMS-247550 (NSC #710428) ixabepilone, in patients with advanced pancreas cancer: a Southwest Oncology Group study.","The purpose of this Phase II multi-institutional study was to define the efficacy and toxicity of ixabepilone in patients with advance pancreatic adenocarcinoma. Patients were required to have pancreatic adenocarcinoma and metastatic or recurrent disease that was not amenable to curative resection. Performance status was 0-1, and patients could not have had prior chemotherapy, or chemoradiation therapy for their advanced disease although prior local palliative radiation was allowed. Ixabepilone was administered iv as a 3 hour infusion every 21 days. Initially, the dose was 50 mg/m(2) but this was lowered to 40 mg/m(2) shortly after the trial opened because of concerns about neurotoxicity. Sixty-two patients were registered however 2 were ineligible because they did not have recurrent or metastatic disease. For the 60 eligible patients, 22 had performance status of 0 and 38 performance status of 1. The estimated 6-month survival was 60% (95% CI 48%-72%) with a median survival of 7.2 months and an estimated time to treatment failure of 2.3 months. Out of 56 patients with measurable disease there were 5 confirmed partial responses for a confirmed response probability of 9% (95% CI 3%-20%) and 7 unconfirmed partial responses for an overall response probability of 21% (95% CI 12%-34%). Common toxicities were neutropenia/granulocytopenia, nausea and vomiting and neuropathy. There was one death, cause not determined but judged ""possibly"" related to treatment. Ixabepilone shows encouraging activity in patients with advanced pancreatic cancer and should be investigated further in this disease.",NCT00016965,-1,0,0
14556925,Glufosfamide administered using a 1-hour infusion given as first-line treatment for advanced pancreatic cancer. A phase II trial of the EORTC-new drug development group.,"The activity of glufosfamide (beta-D-glucopyranosyl-N,N'-di-(2-chloroethyl)-phosphoric acid diamide) against pancreatic cancer was investigated in a multicentre, phase II clinical study. Chemotherapy-nai;ve patients with advanced or metastatic disease were treated with glufosfamide (5 g/m(2)) using a 1-h intravenous (i.v.) infusion every 3 weeks. Patients were randomised between active-hydration and normal fluids to evaluate the nephroprotective effect of forced diuresis. Patients experiencing >0.4 mg/dl (>35 micromol/l) increase in serum creatinine compared with their baseline value were taken off treatment for safety reasons. The evaluation of response was according to the Response evaluation criteria in solid tumours (RECIST). Blood sampling was performed for pharmacokinetic analyses. 35 patients from 13 institutions were registered over a 13-month period. A total of 114 treatment cycles (median 3, range 1-8) were administered to 34 patients; 18 patients were allocated to the hydration arm. Overall haematological toxicity was mild. Metabolic acidosis occurred in 2 patients treated in the active-hydration arm, grade 3 hypokalaemia was recorded in 5 patients and grade 3 hypophosphataemia in 4 patients. One patient had a grade 4 increase in serum creatinine level, concomitantly to disease progression. Active-hydration did not show a nephroprotective effect and the plasma pharmacokinetics (Pk) of glufosfamide was not significantly influenced by hydration. Two confirmed partial remissions (PR) were reported (response rate 5.9%, 95% Confidence Interval (CI) 0.7-19.7%) and 11 cases obtained disease stabilisation (32.4%). An extra mural review panel confirmed all of the responses. Median overall survival was 5.3 months (95% CI 3.9-7.1) and time to progression (TTP) was 1.4 months (95% CI 1.3-2.7). In conclusion, glufosfamide administered using a 1-h infusion every 3 weeks has a modest activity in advanced pancreatic adenocarcinoma. Haematological toxicity is particularly mild, but regular monitoring of renal function is recommended.",NCT00005053,-1,0,0
25091263,Pharmacodynamic separation of gemcitabine and erlotinib in locally advanced or metastatic pancreatic cancer: therapeutic and biomarker results.,"Erlotinib marginally improves survival when administered continuously with gemcitabine to patients with advanced pancreatic cancer; however, preclinical data suggest that there is antagonism between chemotherapy and epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors when these are delivered concurrently. We tested a pharmacodynamic separation approach for erlotinib plus gemcitabine and interrogated EGFR signaling intermediates as potential surrogates for the efficacy of this strategy. Patients with measurable, previously untreated locally advanced unresectable or metastatic pancreatic cancer were treated with gemcitabine 1000 mg/m(2) as an intravenous infusion over 30-min on days 1, 8, 15 and erlotinib 150 mg/day on days 2-5, 9-12, 16-26 of each 28-day cycle. The primary endpoint was progression-free survival (PFS); secondary endpoints included RECIST objective response rate (ORR) and safety. The study was terminated after thirty patients due to funding considerations. The median PFS was 2.07 months (95% CI; 1.87-5.50 months) and the ORR was 11%. No unexpected safety signals were seen: the most common grade 3 or higher adverse events were neutropenia (23%), lymphopenia (23%), and fatigue (13%). Patients with mutant plasma Kirsten rat sarcoma virus (KRAS) had significantly lower median PFS (1.8 vs. 4.6 months, p = 0.014) and overall survival (3.0 vs. 10.5 months, p = 0.003) than those without detected plasma KRAS mutations. Although pharmacodynamically separated erlotinib and gemcitabine were feasible and tolerable in patients with advanced pancreatic cancer, no signal for increased efficacy was seen in this molecularly unselected cohort. Detection of a KRAS mutation in circulating cell-free DNA was a strong predictor of survival.",NCT00810719,-1,0,0
14520092,Development of the Bowman-Birk inhibitor for oral cancer chemoprevention and analysis of Neu immunohistochemical staining intensity with Bowman-Birk inhibitor concentrate treatment.,"Cancer chemoprevention is a rapidly evolving approach to reverse or inhibit carcinogenesis, and there is active interest in development of effective chemopreventive agents against head and neck cancers. The retinoids are archetypal chemopreventive agents for oral premalignant lesions. They have significant clinical effect, but widespread use is limited by significant clinical toxicity. The Bowman-Birk Inhibitor is one of several nontoxic compounds exhibiting both potent anticarcinogenic activity and minimal toxicity. The purposes of the study were to summarize the preclinical and clinical development of Bowman-Birk Inhibitor and a Bowman-Birk Inhibitor concentrate against oral premalignant lesions and to evaluate Neu immunohistochemical staining intensity for lesions and simultaneously obtained biopsy specimens of normal-appearing mucosa from the Phase IIa Bowman-Birk Inhibitor concentrate oral leukoplakia chemoprevention trial. Part I is a selected literature review. Part II is a retrospective analysis of pathological specimens prospectively obtained from the Phase IIa clinical trial of Bowman-Birk Inhibitor concentrate. Thirty-two sets of biopsy specimens from lesions and uninvolved oral mucosa before and after treatment with Bowman-Birk Inhibitor concentrate in doses ranging from 200 to 1066 chymotrypsin inhibitory units were examined in blinded fashion for Neu immunohistochemical staining intensity using the 3B-5 monoclonal antibody. Staining intensity scores among the lesion and control biopsy specimens before and after Bowman-Birk Inhibitor concentrate treatment were analyzed and compared with previously obtained values for serum Neu, oral mucosal cell Neu, protease activity, and clinical response to treatment. Mean Neu staining score was significantly higher in lesions compared with uninvolved mucosa (P <.001). Pretreatment staining scores for biopsy specimens of lesions and control biopsy specimens of normal-appearing tissues were correlated (Spearman correlation coefficient [r] = 0.375, P =.045), but no correlation between lesion and control biopsy specimen scores was evident after treatment. The change in Neu staining score with Bowman-Birk Inhibitor concentrate treatment in control site biopsy specimens demonstrated an inverse relationship of change in lesion area with Bowman-Birk Inhibitor concentrate treatment (Spearman r = -0.493, P <.007). Bowman-Birk Inhibitor concentrate shows promise to become an effective nontoxic chemopreventive agent based on results of extensive preclinical studies, and Phase I and Phase IIa clinical trials. Bowman-Birk Inhibitor concentrate has dose-related clinical activity against oral leukoplakia and modulates levels of Neu and protease activity. The current investigation identified increased Neu staining intensity in hyperplastic lesions compared with simultaneously obtained biopsy specimens of normal-appearing mucosa both before and after Bowman-Birk Inhibitor concentrate treatment. This finding supports prior observations that increased Neu expression is present in a subset of oral premalignant lesions and head and neck cancers. The trend of increased Neu staining score in control biopsy tissues of subjects exhibiting decreased lesion area following Bowman-Birk Inhibitor concentrate treatment raises questions about the mechanisms of Bowman-Birk Inhibitor concentrate action. One possible explanation is that Bowman-Birk Inhibitor stabilizes the extracellular domain of Neu, thereby preventing receptor truncation and internalization. Further study of modulation of Neu and protease activity by Bowman-Birk Inhibitor concentrate treatment may provide insights into the role of proteases and protease inhibitors in oral premalignant lesions and the mechanisms underlying Bowman-Birk Inhibitor concentrate effects. A Phase IIb randomized, placebo-controlled clinical trial to determine the clinical effectiveness of Bowman-Birk Inhibitor concentrate and further evaluate these candidate biomarkers is under way.",NCT00482625,-1,0,0
20947887,"Combination 5-fluorouracil, folinic acid and cisplatin (LV5FU2-CDDP) followed by gemcitabine or the reverse sequence in metastatic pancreatic cancer: final results of a randomised strategic phase III trial (FFCD 0301).","Gemcitabine is the standard chemotherapy for patients with metastatic pancreatic adenocarcinoma. Although the 5-fluorouracil (5FU), folinic acid and cisplatin combination (LV5FU2-CDDP) is an option, the optimal order of the regimens must be determined. The first strategic phase III trial comparing LV5FU2-CDDP followed by gemcitabine versus gemcitabine followed by LV5FU2-CDDP was conducted. Patients with metastatic pancreatic adenocarcinoma, performance status (PS) 0-2, without prior chemotherapy were randomly assigned (1:1) to receive either LV5FU2-CDDP followed by gemcitabine at disease progression or toxicity (Arm A), or the opposite sequence (Arm B). 202 patients had to be included and 170 deaths had to be observed to detect an expected improvement in median overall survival (OS) from 6.5 to 10 months in Arm A (two-sided α = 5% and β = 20%). 202 patients were included (Arm A, 102; Arm B, 100). Median age, male/female ratio, PS 0-1 and previous surgery were similar in the two arms. After a median follow-up of 44 months, median OS in Arm A was 6.6 months versus 8.0 months in Arm B (p = 0.85). Median progression-free survival was similar between Arms A and B. More grade 3/4 toxicities were observed when LV5FU2-CDDP was administered as a first-line treatment compared with gemcitabine: 79% versus 64% (p = 0.018). This trial did not show any strategic advantage to using LV5FU2-CDDP as a first-line treatment and suggests that gemcitabine remains the standard first-line treatment. Sixty-one per cent of patients were able to receive a second line of chemotherapy.",NCT00303758,-1,0,0
15218298,Phase II study of gemcitabine in combination with docetaxel in patients with advanced pancreatic carcinoma (E1298). A trial of the eastern cooperative oncology group.,"Responses have been observed in several studies of docetaxel as treatment for advanced pancreatic carcinoma. This trial was designed to determine if the addition of docetaxel to gemcitabine therapy produced responses in >/=25% of patients with chemonaive advanced pancreatic cancer. This trial involved patients with biopsy-proven, advanced carcinoma of the pancreas not amenable to surgical resection. Patients received docetaxel 75 mg/m(2) i.v. over 1 h followed by gemcitabine 2,000 mg/m(2) biweekly until progression or intolerable toxicity. The primary endpoint of the trial was to determine the objective response rate with secondary endpoints of progression-free survival and overall survival. Out of the 32 eligible patients, 2 patients had a complete response and 2 patients had a partial response for an observed objective response rate of 12.5% (90% CI: 4.4, 26.4%). Median survival was 4.7 months. Most toxicities were hematologic, with 48% of patients experiencing grade 4 toxicity. The confirmed complete response rate of 6% and partial response rate of 6% is encouraging, but the toxicity of this regimen appears significant. Based upon these results, this combination of gemcitabine and docetaxel is not worthy of further study. Different schedules and dosages may be more promising.",NCT00003810,-1,0,0
11815964,A Phase II study of gemcitabine and docetaxel in patients with metastatic pancreatic carcinoma.,"Patients with metastatic pancreatic carcinoma have a poor survival. Chemotherapy with gemcitabine is the standard first-line treatment. In a Phase II trial at one academic cancer center, the clinical safety and activity of combining gemcitabine and docetaxel were assessed. Patients with previously untreated, advanced pancreatic carcinoma were eligible. Bidimensionally measurable disease or evaluable disease with an elevated tumor marker, good performance status, and adequate organ function were required. Patients received docetaxel 60 mg/m(2) on Day 1 and gemcitabine 600 mg/m(2) on Days 1, 8, and 15 every 28 days. Ciprofloxacin was administered on Days 8-18. Dose attenuations were made as indicated for toxicity. Patients were restaged radiographically after every two cycles. Thirty-four patients were enrolled, and 33 patients were evaluable for response. There were 23 men and 10 women among the evaluable patients. The median age was 63 years, and all patients had an Eastern Cooperative Oncology Group performance status of 0 or 1. Three patients had received prior chemoradiation for postresection adjuvant therapy. One hundred forty-six cycles of chemotherapy were administered, and 5 cycles (3%) in 4 patients (12%) were complicated by febrile neutropenia. Twenty percent and 11% of patients on Day 8 and Day 15 doses of gemcitabine, respectively, were omitted for toxicity. The objective response rate was 18%, and the median survival was 8.9 months (95% confidence interval, 5.2-11.2 months). The 1-year survival rate was 29%. The combination of gemcitabine and docetaxel in patients with advanced pancreatic carcinoma is well tolerated and is associated with moderate activity despite aggressive dose reduction. Whether combination regimens are more effective than single agents in the treatment of patients with pancreatic carcinoma awaits evaluation in randomized studies.",NCT00003810,-1,0,0
26802153,Positron emission tomography response evaluation from a randomized phase III trial of weekly nab-paclitaxel plus gemcitabine versus gemcitabine alone for patients with metastatic adenocarcinoma of the pancreas.,"In the phase III MPACT trial, nab-paclitaxel plus gemcitabine (nab-P + Gem) demonstrated superior efficacy versus Gem alone for patients with metastatic pancreatic cancer. We sought to examine the feasibility of positron emission tomography (PET) and to compare metabolic response rates and associated correlations with efficacy in the MPACT trial. Patients with previously untreated metastatic adenocarcinoma of the pancreas were randomized 1:1 to receive nab-P + Gem or Gem alone. Treatment continued until disease progression by RECIST or unacceptable toxicity. PET scans were carried out on the first 257 patients enrolled at PET-equipped centers (PET cohort). Most patients (252 of 257) had ≥2 PET-avid lesions, and median maximum standardized uptake values at baseline were 4.6 and 4.5 in the nab-P + Gem and Gem-alone arms, respectively. In a pooled treatment arm analysis, a metabolic response by PET (best response at any time during study) was associated with longer overall survival (OS) (median 11.3 versus 6.9 months; HR, 0.56; P < 0.001). Efficacy results within each treatment arm appeared better for patients with a metabolic response. The metabolic response rate (best response and week 8 response) was higher for nab-P + Gem (best response: 72% versus 53%, P = 0.002; week 8: 67% versus 51%; P = 0.014). Efficacy in the PET cohort was greater for nab-P + Gem versus Gem alone, including for OS (median 10.5 versus 8.4 months; hazard ratio [HR], 0.71; P = 0.009) and ORR by RECIST (31% versus 11%; P < 0.001). Pancreatic lesions were PET avid at baseline, and the rate of metabolic response was significantly higher for nab-P + Gem versus Gem alone at week 8 and for best response during study. Having a metabolic response was associated with longer survival, and more patients experienced a metabolic response than a RECIST-defined response. NCT00844649.",NCT00844649,-1,0,0
26802160,CA19-9 decrease at 8 weeks as a predictor of overall survival in a randomized phase III trial (MPACT) of weekly nab-paclitaxel plus gemcitabine versus gemcitabine alone in patients with metastatic pancreatic cancer.,"A phase I/II study and subsequent phase III study (MPACT) reported significant correlations between CA19-9 decreases and prolonged overall survival (OS) with nab-paclitaxel plus gemcitabine (nab-P + Gem) treatment for metastatic pancreatic cancer (MPC). CA19-9 changes at week 8 and potential associations with efficacy were investigated as part of an exploratory analysis in the MPACT trial. Untreated patients with MPC (N = 861) received nab-P + Gem or Gem alone. CA19-9 was evaluated at baseline and every 8 weeks. Patients with baseline and week-8 CA19-9 measurements were analyzed (nab-P + Gem: 252; Gem: 202). In an analysis pooling the treatments, patients with any CA19-9 decline (80%) versus those without (20%) had improved OS (median 11.1 versus 8.0 months; P = 0.005). In the nab-P + Gem arm, patients with (n = 206) versus without (n = 46) any CA19-9 decrease at week 8 had a confirmed overall response rate (ORR) of 40% versus 13%, and a median OS of 13.2 versus 8.3 months (P = 0.001), respectively. In the Gem-alone arm, patients with (n = 159) versus without (n = 43) CA19-9 decrease at week 8 had a confirmed ORR of 15% versus 5%, and a median OS of 9.4 versus 7.1 months (P = 0.404), respectively. In the nab-P + Gem and Gem-alone arms, by week 8, 16% (40/252) and 6% (13/202) of patients, respectively, had an unconfirmed radiologic response (median OS 13.7 and 14.7 months, respectively), and 79% and 84% of patients, respectively, had stable disease (SD) (median OS 11.1 and 9 months, respectively). Patients with SD and any CA19-9 decrease (158/199 and 133/170) had a median OS of 13.2 and 9.4 months, respectively. This analysis demonstrated that, in patients with MPC, any CA19-9 decrease at week 8 can be an early marker for chemotherapy efficacy, including in those patients with SD. CA19-9 decrease identified more patients with survival benefit than radiologic response by week 8.",NCT00844649,-1,0,0
