nct_id,pmid,title,abstract,label,source,confidence,primary_endpoint,reasoning,phase,overall_status,enrollment,start_date,completion_date,why_stopped
NCT00923299,25918250,"Dual targeting of HER1/EGFR and HER2 with cetuximab and trastuzumab in patients with metastatic pancreatic cancer after gemcitabine failure: results of the ""THERAPY""phase 1-2 trial.","To improve treatment efficacy, we decided to simultaneously target HER1 and HER2 with trastuzumab and cetuximab. Following promising preclinical results, we conducted a phase 1-2 trial in advanced pancreatic cancer patients after first-line gemcitabine-based chemotherapy failure. In this single-arm, non-randomized, multicenter trial, patients received weekly cetuximab (400mg/m², then 250mg/m²). They were sequentially included in two trastuzumab dose levels: 3.0 or 4.0mg/kg, then 1.5 or 2.0mg/kg/weekly. Endpoints were the objective response rate, safety, progression-free (PFS) and overall survival (OS). During phase 1 (n=10 patients), toxicities were evenly distributed except for skin toxicities that frequently caused compliance issues. The higher dose level was defined as the trastuzumab recommended dose. During phase 2 (n=39 patients), toxicities were mainly cutaneous reactions and asthenia. No objective response was observed. Nine patients were stabilized but arrested treatment due to toxicity. Median PFS was 1.8 months (95%CI: 1.7-2.0 months) and median OS was 4.6 months (95%CI: 2.7-6.6 months). Both were positively correlated with skin toxicity severity (P=0.027 and P=0.001, respectively). Conventional phase 1 dose-escalation schedules are unsuitable for targeted therapies because most cutaneous toxicities are not considered dose-limiting toxicities. The compliance issues caused by skin toxicities were particularly detrimental because of the toxicity-response correlation.",SUCCESS,regex,HIGH,,,PHASE1/PHASE2,COMPLETED,33.0,2008-12-31,2011-03-31,
NCT00030732,20877359,Estimating prognosis and palliation based on tumour marker CA 19-9 and quality of life indicators in patients with advanced pancreatic cancer receiving chemotherapy.,"To investigate the prognostic value of quality of life (QOL) relative to tumour marker carbohydrate antigen (CA) 19-9, and the role of CA 19-9 in estimating palliation in patients with advanced pancreatic cancer receiving chemotherapy. CA 19-9 serum concentration was measured at baseline and every 3 weeks in a phase III trial (SAKK 44/00-CECOG/PAN.1.3.001). Patients scored QOL indicators at baseline, and before each administration of chemotherapy (weekly or bi-weekly) for 24 weeks or until progression. Prognostic factors were investigated by Cox models, QOL during chemotherapy by mixed-effect models. Patient-rated pain (P<0.02) and tiredness (P<0.03) were independent predictors for survival, although less prognostic than CA 19-9 (P<0.001). Baseline CA 19-9 did not predict QOL during chemotherapy, except for a marginal effect on pain (P<0.05). Mean changes in physical domains across the whole observation period were marginally correlated with the maximum CA 19-9 decrease. Patients in a better health status reported the most improvement in QOL within 20 days before maximum CA 19-9 decrease. They indicated substantially less pain and better physical well-being, already, early on during chemotherapy with a maximum CA 19-9 decrease of ≥50% vs <50%. In advanced pancreatic cancer, pain and tiredness are independent prognostic factors for survival, although less prognostic than CA 19-9. Quality of life improves before best CA 19-9 response but the maximum CA 19-9 decrease has no impact on subsequent QOL. To estimate palliation by chemotherapy, patient's perception needs to be taken into account.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,319.0,2001-06-30,2008-04-30,
NCT00058201,22782416,Effect of adjuvant chemotherapy with fluorouracil plus folinic acid or gemcitabine vs observation on survival in patients with resected periampullary adenocarcinoma: the ESPAC-3 periampullary cancer randomized trial.,"Patients with periampullary adenocarcinomas undergo the same resectional surgery as that of patients with pancreatic ductal adenocarcinoma. Although adjuvant chemotherapy has been shown to have a survival benefit for pancreatic cancer, there have been no randomized trials for periampullary adenocarcinomas. To determine whether adjuvant chemotherapy (fluorouracil or gemcitabine) provides improved overall survival following resection. The European Study Group for Pancreatic Cancer (ESPAC)-3 periampullary trial, an open-label, phase 3, randomized controlled trial (July 2000-May 2008) in 100 centers in Europe, Australia, Japan, and Canada. Of the 428 patients included in the primary analysis, 297 had ampullary, 96 had bile duct, and 35 had other cancers. One hundred forty-four patients were assigned to the observation group, 143 patients to receive 20 mg/m2 of folinic acid via intravenous bolus injection followed by 425 mg/m2 of fluorouracil via intravenous bolus injection administered 1 to 5 days every 28 days, and 141 patients to receive 1000 mg/m2 of intravenous infusion of gemcitabine once a week for 3 of every 4 weeks for 6 months. The primary outcome measure was overall survival with chemotherapy vs no chemotherapy; secondary measures were chemotherapy type, toxic effects, progression-free survival, and quality of life. Eighty-eight patients (61%) in the observation group, 83 (58%) in the fluorouracil plus folinic acid group, and 73 (52%) in the gemcitabine group died. In the observation group, the median survival was 35.2 months (95%% CI, 27.2-43.0 months) and was 43.1 (95%, CI, 34.0-56.0) in the 2 chemotherapy groups (hazard ratio, 0.86; (95% CI, 0.66-1.11; χ2 = 1.33; P = .25). After adjusting for independent prognostic variables of age, bile duct cancer, poor tumor differentiation, and positive lymph nodes and after conducting multiple regression analysis, the hazard ratio for chemotherapy compared with observation was 0.75 (95% CI, 0.57-0.98; Wald χ2 = 4.53, P = .03). Among patients with resected periampullary adenocarcinoma, adjuvant chemotherapy, compared with observation, was not associated with a significant survival benefit in the primary analysis; however, multivariable analysis adjusting for prognostic variables demonstrated a statistically significant survival benefit associated with adjuvant chemotherapy. clinicaltrials.gov Identifier: NCT00058201.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,1030.0,2001-07-31,2010-09-30,
NCT00109941,20890374,Opioid growth factor improves clinical benefit and survival in patients with advanced pancreatic cancer.,"BACKGROUND: Advanced pancreatic cancer carries the poorest prognosis of all gastrointestinal malignancies. Once the tumor has spread beyond the margins of the pancreas, chemotherapy is the major treatment modality offered to patients; however, chemotherapy does not significantly improve survival. OBJECTIVE: Opioid growth factor (OGF; [Met(5)]-enkephalin) is a natural peptide that has been shown to inhibit growth of pancreatic cancer in cell culture and in nude mice. The purpose of this study was to evaluate the effects of OGF biotherapy on subjects with advanced pancreatic cancer who failed chemotherapy. METHODS: In a prospective phase II open-labeled clinical trial, 24 subjects who failed standard chemotherapy for advanced pancreatic cancer were treated weekly with OGF 250 µg/kg intravenously. Outcomes measured included clinical benefit, tumor response by radiographic imaging, quality of life, and survival. RESULTS: Clinical benefit response was experienced by 53% of OGF-treated patients compared to historical controls of 23.8% and 4.8% for gemcitabine and 5-fluorouracil (5-FU), respectively. Of the subjects surviving more than eight weeks, 62% showed either a decrease or stabilization in tumor size by computed tomography. The median survival time for OGF-treated patients was three times that of untreated patients (65.5 versus 21 days, p < 0.001). No adverse effects on hematologic or chemistry parameters were noted, and quality of life surveys suggested improvement with OGF. LIMITATIONS: Measurements other than survival were not allowed in control patients, and clinical benefit comparisons were made to historical controls. CONCLUSION: OGF biotherapy improves the clinical benefit and prolongs survival in patients with pancreatic cancer by stabilizing disease or slowing progression. The effects of OGF did not adversely alter patient quality of life. The use of OGF biotherapy at earlier stages of disease or in combination with other chemotherapeutic agents may further improve the outcome of this malignancy.",SUCCESS,regex,HIGH,,,PHASE2,COMPLETED,25.0,2003-10-31,2009-04-30,
NCT00003216,21625252,Cytidine deaminase single-nucleotide polymorphism is predictive of toxicity from gemcitabine in patients with pancreatic cancer: RTOG 9704.,"The aim of this study is to validate the prognostic and predictive value of the non-synonymous cytidine deaminase (CDA) Lys²⁷Gln polymorphism for hematological toxicity and survival using a randomized phase III adjuvant trial (Radiation Therapy Oncology Group (RTOG) 9704) in pancreatic cancer in which one treatment arm received gemcitabine. CDA is involved in gemcitabine inactivation, and there is conflicting data on the role of the non-synonymous CDA Lys²⁷Gln polymorphism in predicting toxicity and survival in cancer patients treated with gemcitabine. RTOG 9704 randomized 538 patients after pancreatic resection to receive radiotherapy with either 5-fluorouracil (5-FU) or gemcitabine. CDA Lys²⁷Gln polymorphism genotype was analyzed. We tested an association between CDA single-nucleotide polymorphism genotype and the survival outcome by the Cox proportional hazard model adjusting for other covariates, as well as toxicity by the logistic regression model. There is statistically significant more severe hematological toxicity in patients treated with gemcitabine with either the homozygote wild-type genotype (Lys/Lys) alone (odds ratio (OR)=0.06, P=0.01), or in combination with the heterozygote (Lys/Gln; OR=0.14, P=0.03) when compared with homozygote variant genotype (Gln/Gln) when adjusted for other covariates. This was not seen in the non-gemcitabine treated arm. There are no genotype differences with respect to survival outcome. In conclusion, in this prospective randomized adjuvant study of patients with pancreatic cancer, the CDA Lys²⁷Gln polymorphism is validated as a predictive marker of gemcitabine hematological toxicity, but not with treatment response or survival.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,518.0,1998-07-31,,
NCT02692391,24513806,A randomized trial of rectal indomethacin and sublingual nitrates to prevent post-ERCP pancreatitis.,"Acute pancreatitis is the most common adverse event of endoscopic retrograde cholangiopancreatography (ERCP). Recent data suggest that indomethacin can reduce the risk of post-ERCP pancreatitis (PEP) in high-risk individuals. However, whether the combination of indomethacin and sublingual nitrates is superior to indomethacin alone is unknown. Therefore, we aimed to evaluate the efficacy of rectally administered indomethacin plus sublingual nitrate compared with indomethacin alone to prevent PEP. During a 17-month period, all eligible patients who underwent ERCP were enrolled in this study. We excluded patients who had undergone a prior endoscopic sphincterotomy. In a double-blind controlled randomized trial, patients received a suppository containing 100 mg of indomethacin, plus 5 mg of sublingual nitrate (group A), or a suppository containing 100 mg of indomethacin, plus sublingual placebo (group B), before ERCP. Serum amylase levels and clinically pertinent evaluations were measured in all patients after ERCP. Of the 300 enrolled patients, 150 received indomethacin plus nitrate. Thirty-three patients developed pancreatitis: 10 (6.7%) in group A and 23 (15.3%) in group B (P=0.016, risk ratio=0.39, 95% confidence intervals (CI): 0.18-0.86). More than 80% of the patients were at high risk of developing pancreatitis after ERCP. Absolute risk reduction, relative risk reduction, and number needed to treat for the prevention of PEP were 8.6% (95% CI: 4.7-14.5), 56.2% (95% CI: 50.6-60.8), and 12 (95% CI: 7-22), respectively. Combination of rectal indomethacin and sublingual nitrate given before ERCP was significantly more likely to reduce the incidence of PEP than indomethacin suppository alone. Multicenter trials to confirm these promising findings are needed.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,42.0,2013-07-31,2019-12-30,
NCT00032175,19858379,Phase III randomized comparison of gemcitabine versus gemcitabine plus capecitabine in patients with advanced pancreatic cancer.,"Both gemcitabine (GEM) and fluoropyrimidines are valuable treatment for advanced pancreatic cancer. This open-label study was designed to compare the overall survival (OS) of patients randomly assigned to GEM alone or GEM plus capecitabine (GEM-CAP). Patients with previously untreated histologically or cytologically proven locally advanced or metastatic carcinoma of the pancreas with a performance status <or= 2 were recruited. Patients were randomly assigned to GEM or GEM-CAP. The primary outcome measure was survival. Meta-analysis of published studies was also conducted. Between May 2002 and January 2005, 533 patients were randomly assigned to GEM (n = 266) and GEM-CAP (n = 267) arms. GEM-CAP significantly improved objective response rate (19.1% v 12.4%; P = .034) and progression-free survival (hazard ratio [HR], 0.78; 95% CI, 0.66 to 0.93; P = .004) and was associated with a trend toward improved OS (HR, 0.86; 95% CI, 0.72 to 1.02; P = .08) compared with GEM alone. This trend for OS benefit for GEM-CAP was consistent across different prognostic subgroups according to baseline stratification factors (stage and performance status) and remained after adjusting for these stratification factors (P = .077). Moreover, the meta-analysis of two additional studies involving 935 patients showed a significant survival benefit in favor of GEM-CAP (HR, 0.86; 95% CI, 0.75 to 0.98; P = .02) with no intertrial heterogeneity. On the basis of our trial and the meta-analysis, GEM-CAP should be considered as one of the standard first-line options in locally advanced and metastatic pancreatic cancer.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,508.0,2002-04-30,2007-05-31,
NCT03000946,38662619,Somatostatin Versus Octreotide for Prevention of Postoperative Pancreatic Fistula: The PREFIPS Randomized Clinical Trial: A FRENCH 007-ACHBT Study.,"Pharmacological prevention of postoperative pancreatic fistula (POPF) after pancreatectomy is open to debate. The present study compares clinically significant POPF rates in patients randomized between somatostatin versus octreotide as prophylactic treatment. Multicentric randomized controlled open study in patient's candidate for pancreaticoduodenectomy (PD) or distal pancreatectomy (DP) comparing somatostatin continuous intravenous infusion for 7 days versus octreotid 100 μg, every 8 hours subcutaneous injection for 7 days, stratified by procedure (PD vs DP) and size of the main pancreatic duct (>4 mm) on grade B/C POPF rates at 90 days based on an intention-to-treat analysis. Of 763 eligible patients, 651 were randomized: 327 in the octreotide arm and 324 in the somatostatin arm, with comparable the stratification criteria - type of surgery and main pancreatic duct dilatation. Most patients had PD (n=480; 73.8%), on soft/normal pancreas (n=367; 63.2%) with a nondilated main pancreatic duct (n=472; 72.5%), most often for pancreatic adenocarcinoma (n=311; 47.8%). Almost all patients had abdominal drainage (n=621; 96.1%) and 121 (19.5%) left the hospital with the drain in place (median length of stay=16 days). A total of 153 patients (23.5%) developed a grade B/C POPF with no difference between both groups: 24.1%: somatostatin arm and 22.9%: octreotide arm (χ 2 test, P =0.73, ITT analysis). Absence of statistically significant difference persisted after adjustment for stratification variables and in per-protocol analysis. Continuous intravenous somatostatin is not statistically different from subcutaneous octreotide in the prevention of grade B/C POPF after pancreatectomy. In the PREFIPS Randomized Clinical Trial including 651 patients, a total of 153 patients (23.5%) developed a grade B/C POPF with no significant difference between both groups: 24.1%: somatostatin arm and 22.9%: octreotide arm (χ 2 test, P =0.73, ITT analysis). Absence of statistically significant difference persisted after adjustment for stratification variables and in per-protocol analysis.",FAILURE,regex,HIGH,,,PHASE3,COMPLETED,655.0,2017-05-15,2021-02-09,
NCT00416507,18467316,"Phase III trial comparing intensive induction chemoradiotherapy (60 Gy, infusional 5-FU and intermittent cisplatin) followed by maintenance gemcitabine with gemcitabine alone for locally advanced unresectable pancreatic cancer. Definitive results of the 2000-01 FFCD/SFRO study.","The role of chemoradiation with systemic chemotherapy compared with chemotherapy alone in locally advanced pancreatic cancer (LAPC) is uncertain. One hundred and nineteen patients with LAPC, World Health Organization performance status of zero to two were randomly assigned to either the induction CHRT group (60 Gy, 2 Gy/fraction; concomitant 5-fluorouracil infusion, 300 mg/m(2)/day, days 1-5 for 6 weeks; cisplatin, 20 mg/m(2)/day, days 1-5 during weeks 1 and 5) or the induction gemcitabine group (GEM: 1000 mg/m(2) weekly for 7 weeks). Maintenance gemcitabine (1000 mg/m(2) weekly, 3/4 weeks) was given in both arms until disease progression or toxicity. Overall survival was shorter in the CHRT than in GEM arm [median survival 8.6 (99% confidence interval 7.1-11.4) and 13 months (8.7-18.1), P = 0.03]. One-year survival was, respectively, 32% and 53%. These results were confirmed in a per-protocol analysis for patients who received 75% or more of the planned dose of radiotherapy. More overall grades 3-4 toxic effects were recorded in the CHRT arm, both during induction (36 versus 22%) and maintenance (32 versus 18%). This intensive induction schedule of CHRT was more toxic and less effective than gemcitabine alone.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,190.0,2000-03-31,2007-01-31,
NCT00690820,20171415,"Efficacy and tolerability of a new formulation of pancrelipase delayed-release capsules in children aged 7 to 11 years with exocrine pancreatic insufficiency and cystic fibrosis: a multicenter, randomized, double-blind, placebo-controlled, two-period crossover, superiority study.","Pancreatic enzyme replacement therapy (PERT) is essential for maintaining adequate nutrition in children with exocrine pancreatic insufficiency (EPI) due to cystic fibrosis (CF). The US Food and Drug Administration regulations now require all PERT products to undergo clinical efficacy and safety studies before they can be considered for marketing approval. This study was conducted to compare the efficacy of a new formulation of pancrelipase (pancreatin) delayed-release 12,000-lipase unit capsules with placebo in children with EPI due to CF. This was a multicenter, randomized, double-blind, placebo-controlled, 2-period crossover, superiority study of the new formulation of pancrelipase delayed-release 12,000-lipase unit capsules in children aged 7 to 11 years with CF and EPI. In each period, pancrelipase or identical placebo capsules were taken for 5 days. The primary outcome measure was the coefficient of fat absorption (CFA); secondary outcome measures were the coefficient of nitrogen absorption (CNA) and clinical symptoms. The latter were assessed based on patient-reported daily stool frequency, stool consistency (hard, formed/normal, soft, or watery), flatulence (none, mild, moderate, or severe), and abdominal pain (none, mild, moderate, or severe). Safety measures included vital signs, physical examinations, standard laboratory safety tests (hematology and biochemistry), and adverse events. Seventeen patients were randomized to treatment and 16 completed the study; 1 patient withdrew consent during the first treatment period and was not included in the efficacy analysis. Patients' median age was 8.0 years (range, 7-11 years); 12 patients (70.6%) were male. CFA values were significantly greater for pancrelipase compared with placebo, with least squares mean (SE) values of 82.8% (2.7%) and 47.4% (2.7%), respectively (P < 0.001). The results were similar for CNA, with mean values of 80.3% (3.2%) and 45.0% (3.2%) (P < 0.001). Pancrelipase treatment had significantly greater effects on CFA and CNA in patients with a placebo CFA <50% than in those with a placebo CFA >50% (both parameters, P < 0.001 and P = 0.008, respectively). Significant improvements in stool fat, weight, and nitrogen and a significant reduction in daily stool frequency were observed with pancrelipase compared with placebo (all, P < 0.001). Symptoms of EPI were less severe and remained relatively stable during pancrelipase treatment, but worsened slightly during receipt of placebo. Treatment-emergent adverse events were reported in 5 patients (29.4%) during receipt of pancrelipase and in 9 patients (56.3%) during receipt of placebo; these were predominantly gastrointestinal events. There were no discontinuations due to treatment-emergent adverse events and no serious adverse events. In this study in children with EPI due to CF, the new formulation of pancrelipase delayedrelease capsules was associated with improvements in CFA, CNA, stool properties, and EPI symptoms compared with placebo. Pancrelipase delayed-release capsules appeared to be well tolerated. ClinicalTrials.gov identifier: NCT00690820. (Clin Ther.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,17.0,2008-06-30,2008-12-31,
NCT00126633,18379729,A phase II study evaluating bevacizumab in combination with fixed-dose rate gemcitabine and low-dose cisplatin for metastatic pancreatic cancer: is an anti-VEGF strategy still applicable?,"The role of bevacizumab, a recombinant humanized monoclonal antibody directed against vascular endothelial growth factor, in the treatment of pancreatic cancer remains unclear. The objectives of this study were to determine safety and efficacy in chemotherapy-naive patients with metastatic pancreatic cancer receiving bevacizumab in combination with fixed-dose rate (FDR) gemcitabine and low-dose cisplatin. Eligible patients received gemcitabine 1,000 mg/m2 at FDR infusion (10 mg/m(2) per minute), cisplatin 20 mg/m(2), and bevacizumab 10 mg/kg, on days 1 and 15 of a 28-day cycle. Patients were monitored by computed tomography scans every two cycles and monthly serum CA19-9 measurements. Of 52 patients eligible for analysis, ten (19.2%) had an unconfirmed response and 30 (57.7%) had stable disease. Of 35 patients with elevated baseline CA19-9 levels, 20 (57.1%) had > or = 50% biomarker decline during treatment. Median time to tumor progression was 6.6 months and median survival was 8.2 months (estimated 1-year survival, 36%). Grade 3/4 toxicities possibly related to bevacizumab included thromboembolic events (15.1%), hypertension (13.2%), gastrointestinal bleeding (9.4%), cardiac events (7.5%), and bowel perforation (5.7%). Plasma vascular endothelial growth factor and basic fibroblast growth factor levels and circulating tumor cell concentration did not correlate with overall survival, either at baseline or after 2 months of therapy. This bevacizumab-containing study regimen is modestly effective in patients with metastatic pancreatic cancer, although occasional serious complications may occur. Given the negative results of CALGB 80303, future efforts should be focused on identifying those specific patients who are most likely to benefit from bevacizumab-based therapy.",FAILURE,regex,HIGH,,,PHASE2,COMPLETED,53.0,2004-04-30,2008-10-31,
NCT01839487,29232172,"HALO 202: Randomized Phase II Study of PEGPH20 Plus Nab-Paclitaxel/Gemcitabine Versus Nab-Paclitaxel/Gemcitabine in Patients With Untreated, Metastatic Pancreatic Ductal Adenocarcinoma.","Purpose Metastatic pancreatic ductal adenocarcinoma is characterized by excessive hyaluronan (HA) accumulation in the tumor microenvironment, elevating interstitial pressure and impairing perfusion. Preclinical studies demonstrated pegvorhyaluronidase alfa (PEGPH20) degrades HA, thereby increasing drug delivery. Patients and Methods Patients with previously untreated metastatic pancreatic ductal adenocarcinoma were randomly assigned to treatment with PEGPH20 plus nab-paclitaxel/gemcitabine (PAG) or nab-paclitaxel/gemcitabine (AG). Tumor HA levels were measured retrospectively using a novel affinity histochemistry assay. Primary end points were progression-free survival (PFS; overall) and thromboembolic (TE) event rate. Secondary end points included overall survival, PFS by HA level, and objective response rate. An early imbalance in TE events in the PAG arm led to a clinical hold; thereafter, patients with TE events were excluded and enoxaparin prophylaxis was initiated. Results A total of 279 patients were randomly assigned; 246 had HA data; 231 were evaluable for efficacy; 84 (34%) had HA-high tumors (ie, extracellular matrix HA staining ≥ 50% of tumor surface at any intensity). PFS was significantly improved with PAG treatment overall (hazard ratio [HR], 0.73; 95% CI, 0.53 to 1.00; P = .049) and for patients with HA-high tumors (HR, 0.51; 95% CI, 0.26 to 1.00; P = .048). In patients with HA-high tumors (PAG v AG), the objective response rate was 45% versus 31%, and median overall survival was 11.5 versus 8.5 months (HR, 0.96; 95% CI, 0.57 to 1.61). The most common treatment-related grade 3/4 adverse events with significant differences between arms (PAG v AG) included muscle spasms (13% v 1%), neutropenia (29% v 18%), and myalgia (5% v 0%). TE events were comparable after enoxaparin initiation (14% PAG v 10% AG). Conclusion This study met its primary end points of PFS and TE event rate. The largest improvement in PFS was observed in patients with HA-high tumors who received PAG. A similar TE event rate was observed between the treatment groups in stage 2 of the trial.",SUCCESS,regex,HIGH,,,PHASE2,COMPLETED,279.0,2013-05-14,2018-09-26,
